rank,tier,platform_id,name,company,website,categories,sector,country,deployment_footprint,source_type,abdm_certified,abdm_integrated_date,abdm_expiry,abdm_listings,security_audit_cert,govt_product_rating,score_market_importance,score_automation_potential,score_api_quality,score_ui_automation,score_fhir_readiness,score_security,score_integration_difficulty,score_maintenance_burden,score_strategic_importance,recommended_priority,confidence,last_verified,evidence,notes
209,P3,IN-suja-associates-private,SUJA Associates Private Limited,SUJA Associates Private Limited,https://www.sujainfo.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-08-27,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
210,P3,IN-sunil-medico-softwares,SUNIL MEDICO SOFTWARES,SUNIL MEDICO SOFTWARES,https://www.sunilmedicosoftwares.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-02-26,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
211,P3,IN-scisco-it-solutions-pvt,Scisco IT Solutions Pvt Ltd,Scisco IT Solutions Pvt Ltd,http://scisco.co.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-03-29,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
212,P3,IN-sher-i-kashmir-institute-of-medical-sciences,Sher-I-Kashmir Institute of Medical Sciences,Sher-I-Kashmir Institute of Medical Sciences,https://skims.ac.in/,HMIS,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-31,2024-07-31,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
213,P3,IN-shivam-medisoft-private,Shivam Medisoft Private Limited,Shivam Medisoft Private Limited,https://www.shivammedisoft.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-01-10,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
214,P3,IN-shrimad-rajchandra-hospital-and-research-centre,Shrimad Rajchandra Hospital and Research Centre,Shrimad Rajchandra Hospital and Research Centre,https://hospital.srmd.org/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-11-16,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
215,P3,IN-skearth-healthcare-pvt,Skearth Healthcare Pvt. Ltd.,Skearth Healthcare Pvt. Ltd.,https://www.5ecare.in,HMIS|Health Locker|NHCX|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-07,,3,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
216,P3,IN-smarthms-solutions-pvt,SmartHMS & Solutions Pvt. Ltd.,SmartHMS & Solutions Pvt. Ltd.,https://shmsolutions.in/hospital-management-system,HMIS|Health Tech|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-04-05,2025-03-31,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
217,P3,IN-society-of-education-welfare-action-rural,Society of Education Welfare Action Rural,Society of Education Welfare Action Rural, https://care.sewarural.org/,HMIS,unknown,India,UNKNOWN,ABDM_REGISTRY,True,2025-03-14,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
218,P3,IN-sofscript-systems-services,Sofscript Systems & Services Ltd,Sofscript Systems & Services Ltd,https://sofscript.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-01-29,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
219,P3,IN-softcane-solutions-pvt,Softcane Solutions Pvt. Ltd.,Softcane Solutions Pvt. Ltd.,https://softcane.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-20,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
220,P3,IN-sri-ramakrishna-hospital,Sri Ramakrishna Hospital,Sri Ramakrishna Hospital,https://www.sriramakrishnahospital.com ,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-05-20,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
221,P3,IN-suvarna-arogya-suraksha-trust,Suvarna Arogya Suraksha Trust,Suvarna Arogya Suraksha Trust,https://sast.karnataka.gov.in/sast/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-03,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
222,P3,IN-suvarna-technosoft-pvt,Suvarna Technosoft Pvt. Ltd.,Suvarna Technosoft Pvt. Ltd.,https://suvarna.co.in/,HMIS|Health Tech|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-28,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
223,P3,IN-swasthya-ingit,Swasthya Ingit,Swasthya Ingit,https://www.swasthyaingit.in/ ,HMIS,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-23,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
224,P3,IN-swingbell-labs,SwingBell Labs,SwingBell Labs,https://www.swingbell.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
225,P3,IN-symbiosis-university-hospital-and-research-centre,Symbiosis University Hospital and Research Centre,Symbiosis University Hospital and Research Centre,https://symbiosisuniversityhospital.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-07-23,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
226,P3,IN-telerad-tech-private,TELERAD TECH Private Limited,TELERAD TECH Private Limited,https://teleradtech.com/ ,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-12-17,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
227,P3,IN-tirupati-software-infotech-pvt,TIRUPATI SOFTWARE INFOTECH PVT. LTD.,TIRUPATI SOFTWARE INFOTECH PVT. LTD.,https://www.tirupati-international.in,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-02,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
228,P3,IN-trrev-technology-opc-private,TRRev Technology (OPC) Private Limited,TRRev Technology (OPC) Private Limited, https://www.doctorsapp.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-25,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
229,P3,IN-tata-medical-and-diagnostics,Tata Medical and Diagnostics,Tata Medical and Diagnostics,https://tatamd.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-05-05,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
230,P3,IN-tattva-foundation,Tattva Foundation,Tattva Foundation,https://tattvafoundation.org,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-25,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
231,P3,IN-techsmith-solutions-pvt,TechSmith Solutions Pvt. Ltd,TechSmith Solutions Pvt. Ltd,https://www.techsmith.in,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-03,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
232,P3,IN-tecnospice-tecnologies-pvt,Tecnospice Tecnologies Pvt Ltd,Tecnospice Tecnologies Pvt Ltd,https://emedhub.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-10-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
233,P3,IN-tenwave-infotech-pvt,Tenwave Infotech Pvt. Ltd.,Tenwave Infotech Pvt. Ltd.,https://www.tenwavehealthcare.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-02-23,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
234,P3,IN-the-gemini-india,The Gemini India,The Gemini India,https://www.thegemini.co.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-07-14,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
235,P3,IN-third-ai-platforms-private,Third Ai Platforms Private Limited,Third Ai Platforms Private Limited,https://thirdai.co.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-27,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
236,P3,IN-thoughtworks,Thoughtworks,Thoughtworks,https://www.thoughtworks.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-11-09,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
237,P3,IN-timestream-technologies-private,Timestream Technologies Private Limited,Timestream Technologies Private Limited,https://nuvertos.com/home/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-04-03,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
238,P3,IN-tricog-health-india-private,Tricog Health India Private limited,Tricog Health India Private limited,https://www.tricog.com/instaecg/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-08-06,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
239,P3,IN-triotree-technologies-pvt,TrioTree Technologies Pvt. Ltd.,TrioTree Technologies Pvt. Ltd.,https://triotree.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-02-10,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
240,P3,IN-unidoc-healthcare-private,UNIDOC Healthcare Private Limited,UNIDOC Healthcare Private Limited,www.unidoc.in,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-07-07,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
241,P3,IN-unnati-digital-solutions-private,UNNATI DIGITAL SOLUTIONS PRIVATE LIMITED,UNNATI DIGITAL SOLUTIONS PRIVATE LIMITED,https://unnatidigital.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
242,P3,IN-unify-digital,Unify Digital LLP,Unify Digital LLP,https://unify.care/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-10-31,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
243,P3,IN-vibe-it,VIBE IT SOLUTIONS,VIBE IT SOLUTIONS,https://vibeithms.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-03-12,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
244,P3,IN-vitalic-health,VITALIC HEALTH LIMITED,VITALIC HEALTH LIMITED,https://kivihealth.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-12-11,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
245,P3,IN-vanburen-technlogies-private,Vanburen Technlogies Private Limited,Vanburen Technlogies Private Limited,https://vanburentech.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-06,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
246,P3,IN-vesak-technologies-private,Vesak Technologies Private Limited,Vesak Technologies Private Limited,https://www.aarogyaid.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-08-28,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
247,P3,IN-vigorus-ai-private,Vigorus AI Private Limited,Vigorus AI Private Limited,https://www.chikitsa.io/,Connectors|HMIS|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-02-29,2025-02-28,4,True,,4.0,6.7,5,8,8,7,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
248,P3,IN-visual-infosoft-pvt,Visual InfoSoft Pvt. Ltd.,Visual InfoSoft Pvt. Ltd.,visualinfosoft.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-03-22,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
249,P3,IN-vitalytics-professional-services-private,Vitalytics Professional Services Private Limited,Vitalytics Professional Services Private Limited,https://neemandtulsi.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-09,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
250,P3,IN-wisdomleaf-technologies-private,Wisdomleaf Technologies Private Limited,Wisdomleaf Technologies Private Limited,https://www.genamet.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-19,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
251,P3,IN-zebricon,ZEBRICON TECHNOLOGIES,ZEBRICON TECHNOLOGIES,https://zebricon.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-09-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
252,P3,IN-eclinical-india-pvt,eClinical India Pvt Ltd.,eClinical India Pvt Ltd.,https://eclinicalworks.in/,Connectors|HMIS|Health Tech|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-28,2025-02-28,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
253,P3,IN-evaidya-private,eVaidya Private Limited,eVaidya Private Limited,https://evaidya.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-01-27,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
254,P3,IN-e-raktkosh-bbms,e-Raktkosh / BBMS,C-DAC / NHM,https://eraktkosh.mohfw.gov.in,Blood Bank,government,India,NATIONAL,CURATED,False,,,0,False,,5.5,3.4,2,6,2,4,9.0,5,4.0,4.1,VERIFIED,2026-07-25,https://www.cdac.gov.in/index.aspx?id=print_page&print=achieve_health_informatics,"National blood bank management, designed to NACO + NABH guidelines."
255,P3,IN-intersystems-trakcare,InterSystems TrakCare,InterSystems,https://www.intersystems.com/trakcare/,HMIS,private,USA/Global,NICHE,CURATED,False,,,0,False,,3.0,8.0,8,8,8,4,3.0,3,4.0,4.0,VERIFIED,2026-07-25,https://intuitionlabs.ai/articles/global-health-information-systems,Deployed in 25-29 countries; strong Middle East/APAC. India presence via IRIS data platform and select hospitals.
256,P3,IN-radspa-ris-pacs,RADSpa RIS-PACS,Telerad Tech (Bengaluru),https://teleradtech.com,RIS/PACS,private,India,MID,CURATED,False,,,0,False,,4.8,4.1,2,8,2,4,9.0,3,3.9,3.9,VERIFIED,2026-07-25,https://teleradtech.com,"Founded 2009, Bengaluru + US office. Integrated RIS-PACS for teleradiology, imaging centres, hospitals. Indian-origin imaging automation target."
257,P3,IN-abdm-and-nhm-ladakh,ABDM and NHM Ladakh,ABDM and NHM Ladakh,https://www.nhmladakh.in/,Government Programs,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-20,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
258,P3,IN-central-tb-division-mohfw,"Central TB Division, MoHFW","Central TB Division, MoHFW",https://www.nikshay.in/,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2022-02-07,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
259,P3,IN-commissioner-of-health-family-welfare-telangana,"Commissioner of Health & Family Welfare, Telangana","Commissioner of Health & Family Welfare, Telangana",https://chfw.telangana.gov.in/,Government Programs|LMIS,government,India,UNKNOWN,ABDM_REGISTRY,True,2025-08-14,,2,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
260,P3,IN-cowin,Cowin,Cowin,https://www.cowin.gov.in/,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-09-03,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
261,P3,IN-department-of-health-and-family-welfare-assam,"Department of health and family welfare, Assam","Department of health and family welfare, Assam",https://hfw.assam.gov.in/,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-12,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
262,P3,IN-department-of-health-and-family-welfare-manipur,"Department of health and family welfare, Manipur","Department of health and family welfare, Manipur",https://manipurhealthdirectorate.mn.gov.in/,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-12,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
263,P3,IN-department-of-health-and-family-welfare-meghalaya,"Department of health and family welfare, Meghalaya","Department of health and family welfare, Meghalaya",https://meghealth.gov.in/,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-15,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
264,P3,IN-department-of-health-and-family-welfare-nagaland,"Department of health and family welfare, Nagaland","Department of health and family welfare, Nagaland",https://care.nagaland.gov.in/,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-12,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
265,P3,IN-department-of-health-and-family-welfare-sikkim,"Department of health and family welfare, Sikkim","Department of health and family welfare, Sikkim",https://sikkim.gov.in/departments/health-family-welfare-department,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-12,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
266,P3,IN-government-of-gujarat,Government Of Gujarat,Government Of Gujarat,https://techo.gujarat.gov.in,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2022-09-12,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
267,P3,IN-government-of-uttar-pradesh,Government Of Uttar Pradesh,Government Of Uttar Pradesh,https://ekavach.upnrhm.gov.in,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2022-02-10,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
268,P3,IN-government-of-rajasthan-chip,Government of Rajasthan - CHIP,Government of Rajasthan - CHIP,https://www.khushibaby.org/,Government Programs,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-23,2024-09-30,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
269,P3,IN-hfws-karnataka-samasta,HFWS Karnataka (SAMASTA),HFWS Karnataka (SAMASTA),https://samasta.karnataka.gov.in/ ,Government Programs,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-25,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
270,P3,IN-health-department-dnh-dd,Health Department DNH & DD,Health Department DNH & DD,http://vbch.dnh.nic.in/,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2021-06-11,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
271,P3,IN-medplat-ddd-phmp,MEDplat DDD-PHMP,MEDplat DDD-PHMP,https://ddd-phmp.argusoft.com,Government Programs,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-20,2025-07-29,1,True,,3.5,6.7,5,8,8,7,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
272,P3,IN-ncd-india,NCD India,NCD India,https://ncd.nhp.gov.in/#/login,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2021-09-03,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
273,P3,IN-national-health-authority,National Health Authority,National Health Authority,https://pmjay.gov.in/about/nha,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2020-12-31,,2,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
274,P3,IN-national-health-mission-andhra-pradesh,"National Health Mission, Andhra Pradesh","National Health Mission, Andhra Pradesh",http://hmfw.ap.gov.in/nhm-org.aspx,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2021-09-27,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
275,P3,IN-national-viral-hepatitis-control-program-nvhcp,National Viral Hepatitis Control Program (NVHCP),National Viral Hepatitis Control Program (NVHCP),https://www.nhp.gov.in/national-viral-hepatitis-control-program-(nvhcp)_pg,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2022-02-08,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
276,P3,IN-pune-smart-city-development-corporation,Pune Smart City Development Corporation Limited,Pune Smart City Development Corporation Limited,https://smarthmis.oasyshealth.co,Government Programs,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-08-14,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
277,P3,IN-swasthya-sathi-samiti-health-and-family-welfare-dept-govt-of,"Swasthya Sathi Samiti, Health and Family Welfare dept., Govt. of West Bengal","Swasthya Sathi Samiti, Health and Family Welfare dept., Govt. of West Bengal",https://swasthyasathi.gov.in/,Government Programs|Insurance,government,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-26,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
278,P3,IN-uttarakhand-health-and-family-welfare-society,Uttarakhand Health and Family Welfare Society,Uttarakhand Health and Family Welfare Society,https://uktelemedicine.in/,Government Programs|Others,government,India,UNKNOWN,ABDM_REGISTRY,True,2022-03-21,,1,False,,3.5,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
