Filename,Primary company/entity or subject,Category,Approximate length,Completion status,Confidence entire document scanned
_ELITE_Healthcare_Intelligence_Report_17_Roles_146_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"2,394 words (28.0 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_147_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"4,244 words (52.5 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_148_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"2,379 words (29.8 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_148_Data_Points_Analyzed.md,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"3,353 words (24.7 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_149_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"2,302 words (28.4 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_150_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"2,200 words (31.2 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_151_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"3,533 words (42.3 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_152_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"3,970 words (52.8 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_153_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"4,242 words (47.9 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_155_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"4,374 words (50.7 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_161_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"3,103 words (38.3 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_165_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"3,409 words (46.3 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_166_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"2,792 words (33.0 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_2829_Data_Points_Analyzed.md,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"9,699 words (69.2 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_4176_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"10,879 words (99.6 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_470_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"4,476 words (48.5 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_ELITE_Healthcare_Intelligence_Report_17_Roles_606_Data_Points_Analyzed.html,17 hospital workforce roles and patient/system layer (no single company case study),Healthcare workforce/system intelligence,"9,071 words (82.6 KB)",Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
_Hospital_Questionnaire_Google_Form_Generator_Script_Ready.md,Hospital workflow questionnaire,Hospital workflow questionnaire/script,199 words (1.4 KB),Complete file accessible; full-text/structure scanned,High (100% file bytes parsed; rapid systematic text/structure scan)
